x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
-1.57115	-1.39908	1.71627	1.08151	2.03365	-0.22772	-2.95744	-0.53983	-0.82131	3.53107	0.45096	1.78219	-0.97238	-1.52029	0.71549	-0.06664	-2.37338	-1.93762	1.00673	1.06838	1
-0.32462	0.25889	0.00575	0.23773	0.35134	0.45470	0.15291	-0.22221	0.39729	0.25473	0.59485	0.03611	-0.29398	-1.06580	-0.06617	-0.04280	-0.00710	0.23513	-0.61321	-0.05242	1
0.39740	0.39121	-0.52150	-0.74746	-1.12830	-1.57944	0.65745	0.49053	-0.34305	-1.43275	-0.01622	-0.58617	0.72613	0.58178	-0.81789	0.08331	0.71990	0.23083	1.15683	-0.24167	0
-0.48763	-0.05478	1.80834	-1.43625	3.54701	1.37847	-2.45245	-1.46716	0.76522	4.71053	0.00736	2.00062	-2.20955	-0.92241	-0.67151	-0.24374	-2.49723	-1.05670	-1.47855	0.89743	1
1.25235	-2.05916	-0.32371	1.13646	1.22077	0.40769	1.31600	-0.92455	2.01781	0.46509	0.87661	-0.19582	-1.17042	0.79850	0.58100	-0.18568	0.45161	1.49063	-0.31179	-0.46229	1
0.89319	1.37227	-0.70486	0.64189	-0.87096	0.75979	1.19770	0.24458	0.29579	-1.47540	-0.67291	-0.73506	0.42952	0.14204	-0.83953	0.03179	0.97464	0.77069	0.66284	-0.43296	0
0.03106	-0.93459	-0.20993	-0.16177	0.94307	0.03277	0.92497	-0.69642	1.48435	0.40835	1.39676	-0.11374	-0.88678	0.07759	0.02122	-0.13912	0.29324	1.07285	0.44497	-0.32441	1
0.22434	0.95839	0.30132	0.90402	-0.45809	-2.18992	-0.90444	0.42670	-1.09069	0.04525	0.22907	0.24159	0.51713	0.05166	1.19459	0.08903	-0.41869	-0.91185	1.07432	0.32007	0
-0.67012	-0.39990	0.31181	1.17172	0.27010	-0.39768	-0.58427	-0.03450	-0.26460	0.57146	-0.04489	0.31509	-0.09281	0.26929	-1.18403	0.00017	-0.43144	-0.42172	0.18250	0.21025	0
1.17653	0.36300	-0.61021	-0.58372	-1.29711	0.97244	0.78022	0.55918	-0.37455	-1.66018	-0.35840	-0.68386	0.83014	-1.72108	0.87279	0.09463	0.84243	0.28632	-1.22500	-0.28655	0
-1.76816	0.04455	-0.44786	-0.30067	1.56135	0.27798	1.76039	-1.19749	2.64350	0.55350	1.05796	-0.28207	-1.51162	-1.36611	-0.84747	-0.24113	0.62449	1.97281	0.08184	-0.61885	1
-0.66733	1.72569	-0.92762	-2.24192	-0.82341	-2.77381	1.72877	0.11536	0.76410	-1.71409	0.75342	-0.93913	0.29287	0.12184	-0.17962	0.00194	1.28346	1.24065	0.09983	-0.62227	0
0.71538	0.02247	0.28134	0.71819	-0.61378	-0.01926	-0.93240	0.51744	-1.23442	-0.08893	-1.18081	0.20930	0.63986	0.54712	-0.26289	0.10612	-0.39139	-0.98188	1.11432	0.32909	0
-0.89375	-0.07022	-0.15722	-0.38796	-0.33829	0.03754	0.19908	0.14669	-0.10126	-0.43063	-0.15197	-0.17655	0.21734	-2.52228	1.09181	0.02489	0.21704	0.07089	1.06014	-0.07316	1
0.02089	-0.10325	0.23716	0.23070	-1.91881	-1.60090	-1.44826	1.33273	-2.66784	-1.06299	-0.17585	0.05385	1.72196	-1.64319	-0.82850	0.26263	-0.33339	-1.81054	1.66147	0.50521	0
-0.38163	1.43418	-0.54902	0.74013	1.98726	-0.97216	2.19263	-1.51483	3.32563	0.73015	-0.80022	-0.33938	-1.91486	-1.73943	0.07958	-0.30464	0.76573	2.46978	-0.55269	-0.77053	1
0.81003	0.72982	-0.37399	-0.72486	-1.12221	1.41904	0.32354	0.55206	-0.60953	-1.24821	0.02189	-0.44775	0.78492	1.39192	0.29335	0.09843	0.51550	-0.05402	0.31695	-0.12243	0
1.38976	2.63788	-0.20736	-1.34521	-0.98829	-0.56970	0.00639	0.54028	-0.76302	-0.95017	-0.38632	-0.28028	0.74412	0.30187	-0.35783	0.09981	0.28492	-0.28668	-2.20529	-0.00838	0
0.49288	-1.32088	1.20725	0.83360	0.27396	1.24457	-2.62686	0.36016	-1.92064	1.66843	0.00111	1.15246	0.29195	0.77140	2.23150	0.09604	-1.67232	-2.17405	-1.54443	0.93950	1
-0.57895	0.15516	-0.37317	-0.89637	-0.78736	0.57707	0.47991	0.33821	-0.22224	-1.01112	0.11759	-0.41769	0.50271	-0.39828	-0.17802	0.05714	0.51519	0.17921	0.15141	-0.17619	0
-0.26455	-0.50619	-0.14714	0.36576	-1.07038	-0.95462	-0.16990	0.61951	-0.97002	-0.93445	0.89423	-0.23117	0.83948	-0.17951	0.51822	0.11644	0.20126	-0.46229	-0.76632	0.05405	0
0.24511	0.16065	-0.20836	0.72679	-0.73094	-0.05740	0.13029	0.37521	-0.46235	-0.76995	-1.03911	-0.25870	0.52652	0.66226	-0.05080	0.06790	0.28694	-0.10424	1.68755	-0.05102	0
-1.79414	-0.42832	-0.58790	0.53976	-0.45234	-0.01992	1.12849	0.02864	0.56497	-1.03733	-1.13417	-0.58911	0.12696	-0.01047	-0.24788	-0.00736	0.81359	0.83504	1.02918	-0.40567	0
-0.40480	-0.55916	-0.32215	1.13280	-1.08890	-0.78014	0.22092	0.55374	-0.66699	-1.16137	1.03025	-0.39638	0.77928	-0.46031	0.73527	0.09990	0.44374	-0.13227	-0.38004	-0.08559	0
-0.88984	-0.19807	-0.36326	-0.96078	1.77603	-2.34304	1.66870	-1.29731	2.73589	0.80823	0.86781	-0.18422	-1.65612	1.30063	-0.61404	-0.25855	0.50779	1.95756	0.22741	-0.58478	1
0.35625	-0.45364	1.05653	1.26152	1.42693	-0.01661	-1.73788	-0.44429	-0.30236	2.29712	-0.88733	1.11242	-0.74630	1.72623	-0.10582	-0.06265	-1.46061	-1.07004	0.77180	0.62924	1
-0.09197	0.96718	-1.78085	-1.08191	-1.31291	0.07334	3.44550	0.05010	1.77796	-3.10185	-0.36235	-1.77952	0.33620	0.49398	0.96877	-0.02937	2.46465	2.56967	0.74182	-1.23817	0
-0.73417	-0.20149	0.39035	0.08200	1.10097	0.65152	-0.37094	-0.53121	0.55452	1.25322	0.59879	0.46119	-0.75990	-0.00652	-1.13769	-0.09405	-0.53823	0.00705	0.66834	0.13922	0
-0.20528	-0.85154	0.90816	1.11855	1.59728	0.53436	-1.31861	-0.61907	0.17059	2.23590	-1.53154	0.98863	-0.95434	0.00627	0.09109	-0.09966	-1.25457	-0.65976	1.15027	0.48061	1
0.84073	1.99155	0.41359	0.20780	1.35192	-0.67493	-0.30541	-0.68145	0.80282	1.45855	-0.55012	0.50486	-0.96160	-0.83206	-0.40308	-0.12256	-0.56982	0.13750	-0.14703	0.11737	0
0.46425	-0.39344	-0.69414	0.60914	-0.75448	0.20885	1.22828	0.17482	0.41116	-1.38018	0.47048	-0.71485	0.33588	-1.90920	0.05821	0.01855	0.96007	0.83137	1.97234	-0.44316	0
-0.95095	1.54044	-0.95585	0.69593	-1.12226	0.57893	1.65199	0.29403	0.46943	-1.95928	-0.68567	-0.99166	0.53282	1.25535	0.46004	0.03583	1.32184	1.08638	0.82030	-0.59670	0
0.34671	-1.11158	0.33068	2.51156	0.19519	0.68707	-0.66276	0.02179	-0.38658	0.54172	-0.53145	0.32619	-0.02142	-0.03583	1.46654	0.01146	-0.45778	-0.51124	-1.56786	0.23781	0
-0.92914	0.50556	-0.08137	-1.13402	-0.47955	-0.24143	-0.04084	0.27070	-0.40594	-0.43754	-1.19092	-0.11801	0.36941	0.43624	1.46678	0.05050	0.11158	-0.17683	0.67873	0.01162	0
0.48207	1.73885	0.31348	0.36873	-0.35243	-0.11677	-0.88227	0.36449	-0.99055	0.13461	1.83256	0.26220	0.43324	-0.32124	-0.63556	0.07728	-0.43529	-0.86158	0.81415	0.31280	0
-0.22549	-2.24559	-1.01819	0.29551	-1.04915	-0.09534	1.82888	0.21961	0.66994	-1.98392	1.91861	-1.04354	0.44411	0.19540	1.73032	0.02009	1.40842	1.25985	-0.35326	-0.65940	0
-0.15465	1.52452	-0.24968	-1.81329	1.10095	-0.67833	1.09034	-0.81506	1.74138	0.47108	1.60107	-0.13709	-1.03723	-0.44495	-0.61414	-0.16291	0.34872	1.26149	0.89184	-0.38247	1
-0.13808	-1.23254	0.30673	0.59114	0.70485	0.02919	-0.36721	-0.31489	0.24964	0.87176	0.45732	0.34837	-0.46188	-0.68449	0.69797	-0.05410	-0.42332	-0.10685	2.09822	0.13544	1
0.07905	-0.42369	-0.14349	-0.28816	0.47241	-1.08041	0.55085	-0.36586	0.81462	0.15772	-0.53798	-0.09281	-0.46082	-0.48916	-1.17742	-0.07381	0.20001	0.61254	0.46644	-0.19374	1
0.50624	0.34756	0.32549	1.44731	0.40266	-0.39720	-0.55286	-0.11324	-0.13605	0.68164	0.35567	0.33948	-0.19874	0.08670	-1.10227	-0.01474	-0.45007	-0.35556	0.19158	0.19986	0
-0.31527	0.03048	-1.11251	0.26805	-0.44502	0.93606	2.32972	-0.20871	1.54633	-1.67325	-0.65295	-1.07886	-0.10655	-0.89725	0.77694	-0.06471	1.54061	1.86840	-0.54979	-0.83447	0
-0.65253	0.59233	-0.73740	-0.61118	-1.92926	-0.07435	0.77187	0.90718	-0.87272	-2.26128	-0.39041	-0.85805	1.30847	0.09931	-0.18455	0.15906	1.01712	0.09226	0.51614	-0.28746	0
1.33043	-1.19419	-0.67017	-0.12059	-1.66892	0.16664	0.74140	0.77045	-0.69510	-1.99558	-1.93543	-0.77243	1.11792	-1.01264	1.05995	0.13412	0.92460	0.14307	-0.54916	-0.27498	0
0.99378	-1.34007	0.91585	1.37391	0.87540	-0.60801	-1.67733	-0.15384	-0.68190	1.73636	-0.68138	0.93268	-0.34184	0.43222	-1.01448	-0.00963	-1.26702	-1.18112	0.96783	0.60422	1
-0.06264	-1.50022	1.05963	0.24312	1.77288	-0.13217	-1.58148	-0.66423	0.09358	2.54480	1.35107	1.14558	-1.03687	-0.77884	0.07228	-0.10506	-1.46406	-0.83350	0.88619	0.57554	1
0.46127	0.20238	-1.19314	-0.92436	-0.53319	-0.32654	2.47214	-0.18807	1.59347	-1.83394	0.03971	-1.16194	-0.06709	-1.55695	-1.17092	-0.06249	1.65213	1.96459	-1.42288	-0.88586	0
-1.34993	-0.52656	-0.77418	-0.45520	-0.50224	1.09480	1.53022	-0.02205	0.85248	-1.30015	0.40906	-0.76761	0.08834	-1.32235	-0.80599	-0.02124	1.07162	1.16515	0.66663	-0.54940	0
-0.31530	0.04556	0.63021	-0.94102	0.99051	-0.24862	-0.97078	-0.35417	-0.01854	1.46846	0.70344	0.67574	-0.56276	0.62341	0.62661	-0.05459	-0.87090	-0.54054	2.15493	0.35269	1
0.97582	0.55551	0.34456	0.91845	0.30035	0.47363	-0.64475	-0.03933	-0.29021	0.63281	-0.41737	0.34835	-0.10414	-0.91869	-0.92638	-0.00004	-0.47675	-0.46469	-0.29509	0.23203	0
-1.11955	0.07320	0.34524	-0.39353	-0.66246	-0.06469	-1.10130	0.57692	-1.40944	-0.04516	1.19171	0.26477	0.70862	-0.15024	0.07287	0.11901	-0.48007	-1.14126	-0.08372	0.38909	0
-0.60650	-1.23743	0.11053	0.45590	-1.41361	-1.03854	-0.92040	0.95336	-1.84639	-0.86156	1.32864	-0.02033	1.24077	0.10941	-1.63128	0.18657	-0.15666	-1.20803	0.31318	0.31987	0
0.68635	-1.09214	0.51223	-0.83889	0.53173	1.63507	-0.91821	-0.11299	-0.33247	1.00083	-0.34516	0.52532	-0.22673	-0.25368	1.31169	-0.01059	-0.70853	-0.63105	0.48925	0.33109	1
0.11346	0.91022	-1.40831	0.18584	-1.46268	-0.40329	2.52415	0.31114	0.91320	-2.75219	-1.20920	-1.44438	0.62402	-0.18353	0.08453	0.02922	1.94801	1.73445	0.05674	-0.91016	0
0.33433	-0.00407	-0.57513	-0.28998	-1.53174	-1.02970	0.58925	0.72484	-0.71205	-1.78273	0.74975	-0.67159	1.04334	-0.04126	-0.48402	0.12740	0.79324	0.05301	-2.01490	-0.21981	0
1.08954	-1.22618	-1.06648	2.36541	-0.56234	0.68174	2.16918	-0.11324	1.32474	-1.69971	0.76748	-1.04609	0.01239	2.19665	0.96250	-0.04526	1.47653	1.69590	-0.00171	-0.77788	0
2.41262	-0.22860	0.26512	0.78460	0.04985	0.74082	-0.58176	0.08570	-0.43377	0.35913	-2.56233	0.25219	0.07282	-0.99435	-0.51321	0.02237	-0.36728	-0.48468	-0.19103	0.20800	0
0.32100	1.91201	-1.02270	1.00224	-1.67323	-1.06603	1.54424	0.61686	-0.04636	-2.42942	1.34918	-1.10234	0.96879	1.16406	-0.05154	0.09672	1.41312	0.83100	0.02443	-0.56163	0
-2.90699	-0.11067	0.20091	-0.37482	-1.61367	-0.70763	-1.22129	1.12144	-2.24630	-0.89216	0.84198	0.04666	1.44876	-0.89664	-0.71217	0.22102	-0.28240	-1.52548	-0.36921	0.42606	0
1.51541	0.64690	-0.26009	1.14649	0.96177	-0.33953	1.04835	-0.73064	1.59910	0.36023	-1.32780	-0.15900	-0.92430	-0.68444	0.96093	-0.14683	0.36281	1.18430	-0.28853	-0.36834	1
-1.51935	-1.28716	0.29637	-2.83216	-0.07946	-0.09364	-0.71422	0.18228	-0.64188	0.30615	-0.58360	0.27009	0.19548	-1.39712	1.32580	0.04171	-0.41091	-0.63662	1.03838	0.25449	0
1.31061	-0.27464	-0.62576	1.17110	-0.94626	-0.33788	0.98152	0.32783	0.06167	-1.43182	-0.68911	-0.66771	0.52734	-0.45722	0.00223	0.04960	0.86484	0.56284	0.46769	-0.35625	0
-0.88107	0.63866	0.12235	-0.71222	-1.64874	0.60325	-1.05851	1.10903	-2.14134	-1.01289	0.36762	-0.02985	1.44431	1.05812	0.29816	0.21690	-0.17362	-1.39611	0.14809	0.36773	0
0.87215	-2.21759	-0.62735	0.32404	-0.60643	-0.03205	1.14574	0.10973	0.45920	-1.19417	-1.09688	-0.63947	0.23989	-1.16818	0.03352	0.00744	0.86788	0.80428	0.82207	-0.41278	0
0.89836	2.14582	0.15838	1.12478	-0.86847	-2.07712	-0.77202	0.62584	-1.30214	-0.41875	-1.98196	0.07208	0.80149	-1.54494	-0.23527	0.12436	-0.22162	-0.91950	-1.49918	0.27026	0
-1.37340	-2.39196	0.27348	0.51990	0.78255	0.32446	-0.25457	-0.37934	0.40152	0.88591	-0.00556	0.32408	-0.54185	0.84477	-1.80386	-0.06728	-0.37705	0.01281	1.17851	0.09571	1
-1.83114	-0.78200	0.11041	-1.22844	-1.33988	1.00182	-0.88529	0.90615	-1.76057	-0.80972	-1.77107	-0.01399	1.17851	-0.75970	-0.49757	0.17745	-0.15632	-1.15610	0.47154	0.30779	0
-0.15702	-0.38149	-1.06219	-1.21016	-0.51046	-0.88400	2.18392	-0.14453	1.37704	-1.65790	0.33748	-1.03755	-0.02953	-1.32049	0.13250	-0.05121	1.47072	1.72389	-0.26331	-0.78283	0
-1.34958	0.78213	0.12850	-0.41521	-1.65871	2.04981	-1.07727	1.11814	-2.16432	-1.01240	-0.77985	-0.02497	1.45539	-0.79090	0.00068	0.21880	-0.18217	-1.41516	1.08198	0.37436	0
0.32406	0.99657	0.28187	-1.14769	-0.90786	-1.63948	-1.07259	0.70581	-1.57688	-0.29561	0.64048	0.18407	0.88824	-0.46650	-0.39247	0.14251	-0.39285	-1.18917	-0.19050	0.37732	0
-0.19334	-0.30153	-0.02072	0.89680	0.03835	0.40330	0.06544	-0.03373	0.08297	0.00171	1.27828	-0.01602	-0.04134	-1.48444	-1.82566	-0.00697	0.02882	0.06752	-0.06085	-0.02313	1
0.54091	-0.12517	0.26996	0.87617	1.46476	-0.87928	0.07586	-0.81734	1.20020	1.36258	-0.11522	0.38047	-1.11906	0.84688	0.34860	-0.15196	-0.37049	0.49816	-0.38494	-0.01805	1
0.49910	2.18509	1.32086	-1.69227	1.08528	0.71573	-2.50285	-0.10849	-1.18926	2.37926	1.62388	1.32963	-0.34345	-0.68672	2.39436	0.00801	-1.82777	-1.82774	0.38317	0.90023	1
-1.90781	0.25775	0.15661	-0.86039	-2.11188	-0.95192	-1.35559	1.42052	-2.74264	-1.29755	0.33418	-0.03833	1.84998	-1.24176	0.07748	0.27782	-0.22224	-1.78806	-0.15526	0.47093	0
0.21839	-0.02186	-0.26229	1.28886	-0.90092	-0.19330	0.17309	0.46003	-0.55971	-0.95569	1.47511	-0.32398	0.64659	0.70723	1.47159	0.08311	0.36126	-0.11775	-0.19343	-0.06735	0
-1.28439	-1.80375	-1.39423	1.47588	-1.03402	0.43949	2.69458	0.04315	1.38484	-2.43277	0.36456	-1.39372	0.26840	0.33147	-0.09831	-0.02224	1.92956	2.00749	-0.68017	-0.96837	0
-0.81476	0.21896	0.38458	0.17615	-0.99571	1.10322	-1.34861	0.80757	-1.86935	-0.23204	-2.43531	0.27240	1.00688	-0.84182	1.44194	0.16442	-0.53540	-1.45209	0.68416	0.47532	1
-0.14038	1.06517	0.11316	0.30761	-2.07614	0.93313	-1.23951	1.37838	-2.62058	-1.32543	-0.91632	-0.07581	1.80099	1.45262	-0.22272	0.26873	-0.16195	-1.67785	-0.83692	0.42971	0
0.73100	1.28808	-0.03791	0.53843	-1.05699	-1.03197	-0.41296	0.65939	-1.15703	-0.79152	-1.23614	-0.12789	0.87551	0.01451	-0.44026	0.12653	0.04992	-0.66699	1.25434	0.14091	1
0.57049	0.60551	-0.38980	0.99441	1.82005	0.68163	1.75009	-1.33724	2.83621	0.80684	0.57095	-0.20517	-1.70476	0.06441	0.01411	-0.26685	0.54467	2.04044	-0.81440	-0.61357	1
-0.51612	-0.60262	-0.98834	2.12456	-0.99022	-0.26436	1.78857	0.19515	0.68300	-1.90589	-1.05921	-1.01048	0.40732	0.00178	-0.77420	0.01602	1.36719	1.24266	-0.50026	-0.64464	0
1.09647	0.37211	0.18626	-0.62568	-0.74850	0.28064	-0.77898	0.56145	-1.21453	-0.30010	-0.05312	0.10864	0.71233	0.38916	1.75862	0.11253	-0.25996	-0.89000	1.22357	0.27349	0
0.19729	-0.44304	0.19647	0.31131	-1.48696	1.40337	-1.15129	1.03841	-2.09094	-0.80825	0.29658	0.05360	1.33991	-0.47949	0.69790	0.20489	-0.27594	-1.42793	0.46318	0.40185	0
0.29746	-1.74722	1.24463	0.13950	0.64778	-0.10697	-2.53554	0.13759	-1.55589	1.97765	-1.62554	1.22009	-0.00730	0.09462	1.94225	0.05387	-1.72320	-1.98514	-2.50657	0.90921	1
-0.02423	0.64559	0.45429	1.20245	0.44365	0.01518	-0.82754	-0.08234	-0.32730	0.86792	-2.32032	0.46346	-0.17752	0.01938	-0.97481	-0.00594	-0.62845	-0.57925	0.78263	0.29818	1
-1.09904	0.38243	-1.07008	1.79667	-0.74551	-0.76036	2.09085	0.00234	1.11873	-1.83326	-0.39712	-1.06549	0.16540	-1.31216	-0.39361	-0.02301	1.48108	1.57450	-0.04147	-0.75105	0
0.64195	0.19112	-0.04533	-0.27027	-1.12168	-0.05883	-0.42660	0.69748	-1.21839	-0.84619	-0.19361	-0.14048	0.92689	-1.14971	-0.22093	0.13373	0.06004	-0.69782	0.74459	0.14538	0
0.22900	-0.17280	0.22970	-1.85790	-1.07314	-1.66860	-1.03159	0.78841	-1.67205	-0.47589	0.44131	0.12085	1.00511	0.77192	1.05873	0.15732	-0.32097	-1.20283	-0.73316	0.36167	0
-1.04484	-0.49914	-0.67161	1.78392	-0.69811	0.33337	1.20348	0.14874	0.43484	-1.31291	-0.80759	-0.68886	0.29807	1.19717	-2.49281	0.01400	0.92900	0.82675	-0.22347	-0.43396	0
-0.63327	0.18029	-0.15186	-0.09676	-0.88021	-0.72896	-0.06925	0.49575	-0.74045	-0.80614	-1.47626	-0.21894	0.67696	-0.81487	-0.18901	0.09243	0.20827	-0.31967	1.80557	0.01929	0
-0.11447	0.82235	0.15214	0.14776	-0.98756	-0.20698	-0.81405	0.69926	-1.42884	-0.51034	0.55196	0.05583	0.89928	-0.83698	-1.03103	0.13840	-0.21327	-0.99079	-0.34410	0.28453	0
-0.62865	1.70459	0.98089	-0.27751	0.68383	-0.44185	-1.91636	-0.00244	-1.02496	1.68077	0.97604	0.97671	-0.15200	-1.10811	0.11089	0.02104	-1.35762	-1.44294	1.39949	0.68837	1
0.04596	1.89612	-0.18064	-0.24258	0.66469	0.31881	0.72655	-0.50535	1.10680	0.24788	-1.10946	-0.11072	-0.63918	-1.36083	-0.02092	-0.10157	0.25197	0.82022	1.71271	-0.25529	1
-3.13851	-2.38511	-0.53042	-0.13699	-1.40977	2.12099	0.54480	0.66665	-0.65335	-1.64210	-1.81199	-0.61913	0.95979	-0.56526	0.97785	0.11714	0.73157	0.05091	-0.95069	-0.20319	0
0.17521	0.08589	0.13323	2.98526	-1.12695	-0.12545	-0.83676	0.78005	-1.55563	-0.63172	-0.22980	0.02597	1.00871	-2.21930	0.32788	0.15359	-0.18741	-1.05149	-0.85141	0.29178	0
-0.23592	-0.86826	-0.05184	-0.40689	0.61847	0.13865	0.41064	-0.41865	0.81428	0.37268	1.10393	0.00564	-0.54436	0.09781	-1.08613	-0.08200	0.07337	0.53536	-0.25628	-0.14279	1
0.21668	0.50083	0.65795	-0.30335	-0.00056	0.16802	-1.50247	0.29217	-1.22078	0.80363	0.74246	0.61498	0.28559	-0.87847	0.94521	0.07086	-0.91179	-1.28997	-0.63759	0.53639	1
1.32041	0.65945	-0.08708	-0.87444	0.15321	0.75649	0.27121	-0.13663	0.33938	0.00161	0.30735	-0.06799	-0.16702	-0.80395	-1.91406	-0.02830	0.12105	0.27812	-0.24775	-0.09588	1
0.35834	-1.90467	1.56386	-1.19656	1.19356	0.18431	-3.00649	-0.06998	-1.51416	2.75255	-1.22768	1.56625	-0.32952	1.44441	-0.42003	0.02078	-2.16425	-2.22808	-0.59128	1.08070	1
-0.98580	-0.17909	0.36066	-0.28416	-0.56635	0.03403	-1.09108	0.52227	-1.32643	0.04144	0.69286	0.28759	0.63420	0.39582	0.11137	0.10879	-0.50119	-1.10407	0.73464	0.38603	0
-0.22303	0.56478	-0.37576	0.28204	1.43422	0.73411	1.53571	-1.08419	2.36218	0.55197	-0.87964	-0.22580	-1.37310	0.68449	-1.53771	-0.21766	0.52427	1.74234	-0.82033	-0.53942	1
-0.60765	-0.24270	1.02236	-0.13731	0.92608	1.62964	-1.89656	-0.13902	-0.82057	1.90225	-0.45479	1.03667	-0.33845	-1.89001	-0.37268	-0.00443	-1.41450	-1.35433	-1.03981	0.68280	1
1.59040	-0.99844	0.67883	-0.56915	0.82663	0.23986	-1.15922	-0.22776	-0.29899	1.41233	1.99137	0.70685	-0.40339	1.62326	0.48631	-0.02911	-0.93867	-0.75076	0.39291	0.41895	1
0.08866	1.42275	0.28988	0.19732	-0.23542	-2.43882	-0.77309	0.27917	-0.81092	0.18825	0.96540	0.25037	0.32427	0.92622	-0.13428	0.06028	-0.40229	-0.73326	1.23613	0.27455	0
0.38638	1.09607	1.12272	0.83776	3.68094	-0.66719	-0.82380	-1.85692	2.19216	3.96713	-1.54494	1.37145	-2.61966	0.42532	-0.73297	-0.33406	-1.54678	0.38102	-0.53931	0.31681	1
1.69944	-0.76252	-0.67023	-0.40180	-0.27001	1.22028	1.40264	-0.12452	0.92937	-1.00940	-0.59553	-0.65013	-0.06258	1.03630	-1.07668	-0.03875	0.92814	1.12428	0.90053	-0.50242	1
1.60010	0.26250	-0.43517	1.52833	1.66775	-0.54342	1.78172	-1.25994	2.74352	0.64401	-0.47076	-0.26091	-1.59591	-0.78416	1.26386	-0.25291	0.60718	2.02257	1.12119	-0.62580	1
0.06323	0.67929	-0.43521	-0.27584	1.64865	0.62936	1.77278	-1.24774	2.72142	0.63050	-2.11469	-0.26262	-1.57981	-0.71014	-0.29907	-0.25055	0.60719	2.00925	-0.42390	-0.62273	1
-0.71657	-1.66676	0.81799	0.80959	2.09085	-0.60113	-0.87950	-0.97482	0.91091	2.47369	0.13660	0.94751	-1.40991	-1.49476	1.16592	-0.17036	-1.12841	-0.13688	0.02539	0.32689	1
0.27263	0.93897	-0.56177	0.34223	2.27918	0.67102	2.35970	-1.70724	3.68825	0.92038	-1.25402	-0.32576	-2.16672	-0.06388	1.06800	-0.34209	0.78412	2.69950	-0.99894	-0.82837	1
-0.58005	-0.06718	0.04062	0.23940	-2.77299	-0.91619	-1.40321	1.79202	-3.29522	-1.90538	0.68205	-0.20458	2.35760	-0.71576	-0.83182	0.34703	-0.06314	-2.02439	1.48725	0.48386	0
0.57935	1.02284	0.90469	1.41203	0.84290	-0.14488	-1.66721	-0.13800	-0.69894	1.69982	-0.57408	0.91940	-0.31926	-0.19045	0.04304	-0.00682	-1.25164	-1.18204	-0.28113	0.60041	1
0.30515	-0.15542	-0.01949	1.14809	0.41230	0.49869	0.23934	-0.27241	0.51488	0.26687	-0.20261	0.01785	-0.35637	-1.15571	-1.94250	-0.05305	0.02802	0.32735	0.98000	-0.08290	1
0.69322	1.03718	-0.55052	-2.02768	-1.34816	-1.82968	0.61980	0.61832	-0.54453	-1.62323	-0.24403	-0.63253	0.89909	-0.91049	0.61597	0.10736	0.75958	0.13351	0.29472	-0.22959	0
-0.01152	-0.82583	0.14809	1.03066	-0.43556	-0.61816	-0.54396	0.34432	-0.78038	-0.12610	1.93336	0.10034	0.43172	1.84640	0.89851	0.06976	-0.20630	-0.59573	0.25675	0.19151	0
-0.60039	1.41641	-0.83830	0.13965	-1.21837	-1.00344	1.33819	0.40765	0.13984	-1.88340	-0.15784	-0.89018	0.66487	0.77324	-0.33135	0.06036	1.15870	0.78858	0.30829	-0.48526	0
0.56827	1.04840	-0.67890	1.08638	-1.04185	-1.96329	1.05768	0.36542	0.04922	-1.56415	1.74458	-0.72574	0.58498	-0.08107	0.46082	0.05570	0.93825	0.59996	0.85983	-0.38403	0
1.04006	-0.29044	-0.02323	-1.01887	-0.89830	0.89134	-0.37149	0.56438	-1.00000	-0.66171	0.81575	-0.10029	0.74797	0.44415	-0.20436	0.10851	0.02997	-0.58447	0.60247	0.12708	0
1.24950	0.88750	0.16543	-1.33278	-1.74259	0.67153	-1.20123	1.18818	-2.33021	-1.02641	0.06009	0.00222	1.54218	0.76085	1.52803	0.23313	-0.23356	-1.54637	0.38831	0.41810	0
-0.23361	-0.92737	-0.53447	0.20200	1.95145	-0.43230	2.14248	-1.48546	3.25707	0.72269	-0.63427	-0.32891	-1.87833	1.28843	0.23173	-0.29865	0.74548	2.41614	1.12885	-0.75285	1
0.53681	0.38124	-0.22420	-1.24956	0.89720	1.04546	0.93588	-0.67341	1.45755	0.35858	-0.09621	-0.13109	-0.85426	-0.04061	-0.20142	-0.13499	0.31291	1.06865	0.25893	-0.32858	1
-0.27037	0.97582	-0.85749	-1.38978	-1.29005	1.12097	1.34814	0.44499	0.09221	-1.95738	-1.41552	-0.91439	0.71703	0.00886	0.80557	0.06715	1.18513	0.77593	0.97787	-0.48925	0
0.66542	-0.23811	0.18302	1.94122	-1.31756	1.18673	-1.04051	0.92407	-1.86929	-0.70526	-0.90461	0.05583	1.19113	0.04600	1.43634	0.18250	-0.25688	-1.28275	1.17276	0.36334	0
0.02012	0.19768	-0.37830	0.89170	1.65003	-0.84330	1.64350	-1.22338	2.61749	0.70102	0.42835	-0.20930	-1.55632	-2.52160	0.70203	-0.24460	0.52832	1.89868	0.39183	-0.57657	1
-0.10434	0.93243	0.42580	0.39331	-0.02597	-1.61589	-0.98443	0.20546	-0.81976	0.50202	0.70070	0.39575	0.20642	-0.41510	0.29965	0.04902	-0.59013	-0.85277	2.81465	0.35129	1
